notification_date;event_type;message;user_id;stimulus;target_component
2024-04-22 00:52:11;behavior;Exciting Hodgkin hovered over Form.;4734;Hover;Form
2024-04-22 00:52:11;behavior;Sweet Bell swiped Image.;4971;Swipe;Form
2024-04-22 00:52:11;behavior;Silly Roentgen swiped Menu.;1171;Swipe;Button
2024-04-22 00:52:11;behavior;Clever Napier swiped Button.;3402;Swipe;Menu
2024-04-22 00:52:11;behavior;Condescending Chatelet clicked on Image component.;2596;Click;Button
2024-04-22 00:52:11;behavior;Elastic Tesla scrolled over Menu.;1417;Scroll;Menu
2024-04-22 00:52:11;behavior;User Quirky Noether visualized 1005.;2303;Visualization;Link
2024-04-22 00:52:11;behavior;User Nostalgic Herschel visualized 1004.;4051;Visualization;Menu
2024-04-22 00:52:11;behavior;Inspiring Montalcini hovered over Form.;5311;Hover;Menu
2024-04-22 00:52:11;behavior;Wonderful Zhukovsky clicked on Image component.;2844;Click;Link
2024-04-22 00:52:11;behavior;Festive Pare hovered over Link.;1023;Hover;Image
2024-04-22 00:52:11;behavior;User Funny Joliot visualized 1005.;3206;Visualization;Button
2024-04-22 00:52:11;behavior;Determined Panini searched for Button.;1547;Type;Menu
2024-04-22 00:52:11;behavior;Adoring Black clicked on Image component.;3368;Click;Menu
2024-04-22 00:52:11;behavior;Compassionate Robinson hovered over Form.;1769;Hover;Form
2024-04-22 00:52:11;behavior;User Epic Tharp visualized 1004.;3039;Visualization;Link
2024-04-22 00:52:11;behavior;Zealous Poitras scrolled over Link.;4345;Scroll;Form
2024-04-22 00:52:11;behavior;Modest Ganguly searched for Menu.;1488;Type;Link
2024-04-22 00:52:11;behavior;User Wizardly Poitras visualized 1040.;5344;Visualization;Menu
2024-04-22 00:52:11;behavior;Competent Wiles scrolled over Image.;1811;Scroll;Form
2024-04-22 00:52:11;behavior;User Admiring Yonath visualized 1024.;4235;Visualization;Form
2024-04-22 00:52:11;behavior;User Eloquent Leavitt visualized 1019.;5883;Visualization;Form
2024-04-22 00:52:11;behavior;Beautiful Hermann scrolled over Button.;5307;Scroll;Image
2024-04-22 00:52:11;behavior;Interesting Curran scrolled over Form.;3630;Scroll;Link
2024-04-22 00:52:11;behavior;Bold Faraday scrolled over Menu.;2976;Scroll;Image
2024-04-22 00:52:11;behavior;Brave Wu swiped Button.;5940;Swipe;Menu
2024-04-22 00:52:11;behavior;User Vibrant Taussig visualized 1033.;4303;Visualization;Menu
2024-04-22 00:52:11;behavior;Infallible Gould swiped Image.;5374;Swipe;Link
2024-04-22 00:52:11;behavior;Nervous Feynman scrolled over Menu.;1140;Scroll;Form
2024-04-22 00:52:11;behavior;Thirsty Moore searched for Menu.;1006;Type;Form
2024-04-22 00:52:11;behavior;Suspicious Lewin hovered over Menu.;2767;Hover;Button
2024-04-22 00:52:11;behavior;Great Khorana scrolled over Form.;1955;Scroll;Form
2024-04-22 00:52:11;behavior;Sweet Newton scrolled over Menu.;2310;Scroll;Link
2024-04-22 00:52:11;behavior;Modest Haslett hovered over Menu.;5398;Hover;Button
2024-04-22 00:52:11;behavior;Elated Stonebraker clicked on Image component.;3234;Click;Link
2024-04-22 00:52:11;behavior;User Charming Pike visualized 1038.;1540;Visualization;Link
2024-04-22 00:52:11;behavior;Kind Wiles searched for Image.;5420;Type;Menu
2024-04-22 00:52:11;behavior;Infallible Shockley swiped Menu.;2638;Swipe;Link
2024-04-22 00:52:11;behavior;Heuristic Keller hovered over Menu.;4152;Hover;Menu
2024-04-22 00:52:11;behavior;User Heuristic Edison visualized 1011.;3577;Visualization;Image
2024-04-22 00:52:11;behavior;User Tender Ride visualized 1024.;1192;Visualization;Menu
2024-04-22 00:52:11;behavior;User Bold Mclaren visualized 1015.;2012;Visualization;Form
2024-04-22 00:52:11;behavior;Brave Curie scrolled over Form.;4667;Scroll;Image
2024-04-22 00:52:11;behavior;Flamboyant Newton searched for Image.;4164;Type;Button
2024-04-22 00:52:11;behavior;Great Swartz hovered over Image.;5031;Hover;Image
2024-04-22 00:52:11;behavior;User Quizzical Mcnulty visualized 1018.;5998;Visualization;Menu
2024-04-22 00:52:11;behavior;Sharp Hopper swiped Button.;3717;Swipe;Menu
2024-04-22 00:52:11;behavior;Sharp Kilby searched for Form.;2815;Type;Image
2024-04-22 00:52:11;behavior;Trusting Golick swiped Link.;1689;Swipe;Form
2024-04-22 00:52:11;behavior;Compassionate Sanderson scrolled over Button.;4359;Scroll;Image
2024-04-22 00:52:11;behavior;Affectionate Mcclintock hovered over Menu.;1257;Hover;Form
2024-04-22 00:52:11;behavior;Nice Kilby clicked on Button component.;4092;Click;Button
2024-04-22 00:52:11;behavior;Tender Dhawan hovered over Form.;4517;Hover;Form
2024-04-22 00:52:11;behavior;User Sharp Proskuriakova visualized 1009.;3782;Visualization;Button
2024-04-22 00:52:11;behavior;Jovial Raman clicked on Link component.;3001;Click;Link
2024-04-22 00:52:11;behavior;Objective Dewdney clicked on Link component.;5672;Click;Link
2024-04-22 00:52:11;behavior;Distracted Goodall hovered over Button.;4881;Hover;Link
