notification_date;event_type;message;user_id;stimulus;target_component
2024-04-22 00:43:30;behavior;Great Almeida hovered over Image.;4885;Hover;Menu
2024-04-22 00:43:30;behavior;Exciting Knuth scrolled over Button.;5546;Scroll;Form
2024-04-22 00:43:30;behavior;Adoring Bhabha clicked on Image component.;5200;Click;Form
2024-04-22 00:43:30;behavior;Cranky Chaum swiped Form.;2423;Swipe;Button
2024-04-22 00:43:30;behavior;Xenodochial Zhukovsky hovered over Menu.;4663;Hover;Image
2024-04-22 00:43:30;behavior;Upbeat Lederberg searched for Button.;3758;Type;Button
2024-04-22 00:43:30;behavior;Sharp Meitner swiped Button.;3687;Swipe;Link
2024-04-22 00:43:30;behavior;User Great Poincare visualized 1032.;5694;Visualization;Form
2024-04-22 00:43:30;behavior;Serene Ride swiped Menu.;3514;Swipe;Button
2024-04-22 00:43:30;behavior;User Zealous Dijkstra visualized 1036.;4258;Visualization;Image
2024-04-22 00:43:30;behavior;Vibrant Tu hovered over Button.;1345;Hover;Form
2024-04-22 00:43:30;behavior;User Great Elgamal visualized 1036.;1453;Visualization;Link
2024-04-22 00:43:30;behavior;User Keen Jennings visualized 1017.;2856;Visualization;Menu
2024-04-22 00:43:30;behavior;Hopeful Greider hovered over Button.;5620;Hover;Image
2024-04-22 00:43:30;behavior;Tender Jones hovered over Menu.;1202;Hover;Image
2024-04-22 00:43:30;behavior;Nostalgic Nobel swiped Form.;5467;Swipe;Image
2024-04-22 00:43:30;behavior;Stupefied Lamport hovered over Form.;3346;Hover;Button
2024-04-22 00:43:30;behavior;Infallible Mcnulty clicked on Image component.;2761;Click;Form
2024-04-22 00:43:30;behavior;Zealous Lalande clicked on Link component.;5902;Click;Image
2024-04-22 00:43:30;behavior;Vigilant Pasteur scrolled over Image.;5936;Scroll;Menu
2024-04-22 00:43:30;behavior;Magical Gauss swiped Form.;5628;Swipe;Form
2024-04-22 00:43:30;behavior;Determined Pike hovered over Form.;3755;Hover;Form
2024-04-22 00:43:30;behavior;Great Lovelace hovered over Image.;1863;Hover;Button
