notification_date;event_type;message;user_id;stimulus;target_component
2024-04-22 00:43:46;behavior;Peaceful Brown swiped Link.;1739;Swipe;Menu
2024-04-22 00:43:46;behavior;User Modest Diffie visualized 1032.;1009;Visualization;Button
2024-04-22 00:43:46;behavior;Blissful Liskov hovered over Image.;5609;Hover;Button
2024-04-22 00:43:46;behavior;Thirsty Vaughan scrolled over Button.;5425;Scroll;Button
2024-04-22 00:43:46;behavior;Musing Benz clicked on Menu component.;2449;Click;Form
2024-04-22 00:43:46;behavior;User Strange Noyce visualized 1030.;4821;Visualization;Button
2024-04-22 00:43:46;behavior;Wizardly Chaum scrolled over Button.;3539;Scroll;Image
2024-04-22 00:43:46;behavior;Awesome Vaughan swiped Link.;3851;Swipe;Link
2024-04-22 00:43:46;behavior;Strange Almeida scrolled over Form.;1182;Scroll;Menu
2024-04-22 00:43:46;behavior;Nervous Pasteur swiped Button.;3870;Swipe;Button
2024-04-22 00:43:46;behavior;Naughty Cerf swiped Form.;4544;Swipe;Form
2024-04-22 00:43:46;behavior;Cool Ptolemy searched for Menu.;1740;Type;Link
2024-04-22 00:43:46;behavior;User Goofy Dubinsky visualized 1004.;3841;Visualization;Button
2024-04-22 00:43:46;behavior;Crazy Mestorf hovered over Image.;1551;Hover;Button
2024-04-22 00:43:46;behavior;Sleepy Engelbart scrolled over Button.;4637;Scroll;Link
2024-04-22 00:43:46;behavior;Great Chaum swiped Menu.;4999;Swipe;Form
2024-04-22 00:43:46;behavior;Distracted Ptolemy clicked on Link component.;1593;Click;Link
2024-04-22 00:43:46;behavior;Serene Turing scrolled over Form.;1705;Scroll;Button
2024-04-22 00:43:46;behavior;Friendly Liskov hovered over Menu.;3719;Hover;Form
2024-04-22 00:43:46;behavior;Objective Tu scrolled over Button.;3396;Scroll;Form
2024-04-22 00:43:46;behavior;Bold Lalande scrolled over Form.;1585;Scroll;Button
2024-04-22 00:43:46;behavior;Frosty Hermann swiped Button.;4694;Swipe;Link
2024-04-22 00:43:46;behavior;Frosty Pike searched for Link.;1907;Type;Image
2024-04-22 00:43:46;behavior;Determined Volhard swiped Button.;2475;Swipe;Image
2024-04-22 00:43:46;behavior;Zealous Mccarthy scrolled over Image.;3114;Scroll;Link
2024-04-22 00:43:46;behavior;Epic Cori searched for Form.;4231;Type;Menu
2024-04-22 00:43:46;behavior;Strange Buck clicked on Button component.;2705;Click;Image
2024-04-22 00:43:46;behavior;Hungry Ellis scrolled over Link.;4337;Scroll;Image
2024-04-22 00:43:46;behavior;Epic Colden clicked on Link component.;4865;Click;Form
2024-04-22 00:43:46;behavior;User Laughing Williamson visualized 1019.;2802;Visualization;Button
2024-04-22 00:43:46;behavior;Pensive Chatterjee searched for Menu.;4131;Type;Form
2024-04-22 00:43:46;behavior;Adoring Swanson searched for Link.;2855;Type;Button
2024-04-22 00:43:46;behavior;Upbeat Stonebraker scrolled over Form.;2666;Scroll;Button
2024-04-22 00:43:46;behavior;User Frosty Pike visualized 1034.;3275;Visualization;Button
2024-04-22 00:43:46;behavior;Confident Mendeleev searched for Image.;3846;Type;Button
2024-04-22 00:43:46;behavior;User Brave Gauss visualized 1028.;4541;Visualization;Button
2024-04-22 00:43:46;behavior;Zen Yonath swiped Button.;4128;Swipe;Image
2024-04-22 00:43:46;behavior;Awesome Lehmann swiped Menu.;1936;Swipe;Menu
2024-04-22 00:43:46;behavior;Charming Mclaren swiped Menu.;2372;Swipe;Link
2024-04-22 00:43:46;behavior;Nostalgic Shtern clicked on Link component.;3608;Click;Button
2024-04-22 00:43:46;behavior;Unruffled Mcnulty hovered over Button.;1579;Hover;Image
2024-04-22 00:43:46;behavior;User Infallible Euler visualized 1007.;2607;Visualization;Image
2024-04-22 00:43:46;behavior;Cranky Liskov scrolled over Button.;1436;Scroll;Button
2024-04-22 00:43:46;behavior;Happy Mccarthy scrolled over Button.;2114;Scroll;Link
2024-04-22 00:43:46;behavior;Compassionate Lovelace hovered over Form.;5413;Hover;Link
2024-04-22 00:43:46;behavior;Strange Noyce swiped Form.;4821;Swipe;Link
2024-04-22 00:43:46;behavior;User Mystifying Colden visualized 1026.;2487;Visualization;Form
2024-04-22 00:43:46;behavior;Goofy Chatelet swiped Form.;4015;Swipe;Link
2024-04-22 00:43:46;behavior;Hungry Mcclintock swiped Image.;5459;Swipe;Button
2024-04-22 00:43:46;behavior;Great Panini hovered over Form.;3174;Hover;Link
2024-04-22 00:43:46;behavior;Elegant Austin clicked on Menu component.;5786;Click;Button
2024-04-22 00:43:46;behavior;Mystifying Elbakyan searched for Form.;4761;Type;Menu
2024-04-22 00:43:46;behavior;User Jolly Gauss visualized 1006.;3374;Visualization;Button
2024-04-22 00:43:46;behavior;Wizardly Wing clicked on Image component.;5719;Click;Menu
2024-04-22 00:43:46;behavior;Angry Kepler clicked on Menu component.;2107;Click;Button
2024-04-22 00:43:46;behavior;Adoring Margulis swiped Form.;2258;Swipe;Image
2024-04-22 00:43:46;behavior;Determined Gates swiped Link.;2436;Swipe;Image
2024-04-22 00:43:46;behavior;Hopeful Jackson clicked on Link component.;5957;Click;Menu
2024-04-22 00:43:46;behavior;Nifty Rosalind scrolled over Menu.;1335;Scroll;Button
2024-04-22 00:43:46;behavior;Naughty Shockley swiped Form.;5349;Swipe;Form
2024-04-22 00:43:46;behavior;User Thirsty Rosalind visualized 1029.;3081;Visualization;Link
2024-04-22 00:43:46;behavior;Practical Matsumoto clicked on Button component.;5388;Click;Menu
2024-04-22 00:43:46;behavior;Happy Chebyshev swiped Image.;2674;Swipe;Image
2024-04-22 00:43:46;behavior;Ecstatic Mendeleev clicked on Menu component.;2098;Click;Image
2024-04-22 00:43:46;behavior;Sleepy Hawking swiped Image.;5364;Swipe;Image
2024-04-22 00:43:46;behavior;Modest Kapitsa clicked on Link component.;1831;Click;Image
2024-04-22 00:43:46;behavior;Objective Gauss hovered over Link.;2265;Hover;Menu
2024-04-22 00:43:46;behavior;Wonderful Varahamihira scrolled over Form.;2189;Scroll;Menu
2024-04-22 00:43:46;behavior;User Hungry Thompson visualized 1009.;3858;Visualization;Button
2024-04-22 00:43:46;behavior;User Serene Keldysh visualized 1030.;1514;Visualization;Link
2024-04-22 00:43:46;behavior;Gallant Chebyshev clicked on Menu component.;5118;Click;Image
2024-04-22 00:43:46;behavior;User Cranky Lumiere visualized 1018.;4286;Visualization;Button
2024-04-22 00:43:46;behavior;Trusting Blackwell swiped Link.;5877;Swipe;Link
2024-04-22 00:43:46;behavior;Great Almeida clicked on Button component.;4885;Click;Link
2024-04-22 00:43:46;behavior;Compassionate Solomon hovered over Link.;4826;Hover;Image
2024-04-22 00:43:46;behavior;Cool Lovelace swiped Link.;2287;Swipe;Button
2024-04-22 00:43:46;behavior;Jolly Curie searched for Form.;3995;Type;Menu
2024-04-22 00:43:46;behavior;User Eager Chaum visualized 1001.;5194;Visualization;Image
2024-04-22 00:43:46;behavior;Interesting Greider clicked on Button component.;1768;Click;Image
2024-04-22 00:43:46;behavior;Serene Jang scrolled over Menu.;4384;Scroll;Button
2024-04-22 00:43:46;behavior;Musing Northcutt searched for Form.;3812;Type;Form
2024-04-22 00:43:46;behavior;Admiring Easley hovered over Image.;2397;Hover;Menu
2024-04-22 00:43:46;behavior;Hungry Tharp scrolled over Button.;3478;Scroll;Button
2024-04-22 00:43:46;behavior;Wizardly Diffie searched for Form.;5925;Type;Form
2024-04-22 00:43:46;behavior;Quirky Einstein scrolled over Menu.;5002;Scroll;Menu
2024-04-22 00:43:46;behavior;Dazzling Kepler searched for Form.;4252;Type;Button
2024-04-22 00:43:46;behavior;Confident Lamarr searched for Form.;5030;Type;Image
2024-04-22 00:43:46;behavior;Vigorous Swirles scrolled over Image.;1689;Scroll;Button
2024-04-22 00:43:46;behavior;Loving Turing hovered over Form.;5554;Hover;Link
2024-04-22 00:43:46;behavior;Beautiful Chandrasekhar clicked on Form component.;4785;Click;Button
2024-04-22 00:43:46;behavior;Charming Neumann scrolled over Menu.;1350;Scroll;Form
