notification_date;event_type;message;user_id;stimulus;target_component
2024-04-22 00:44:48;behavior;Unruffled Kalam searched for Image.;3531;Type;Button
2024-04-22 00:44:48;behavior;Jolly Leavitt scrolled over Form.;3888;Scroll;Menu
2024-04-22 00:44:48;behavior;User Hungry Lewin visualized 1019.;2125;Visualization;Form
2024-04-22 00:44:48;behavior;Frosty Napier scrolled over Link.;2178;Scroll;Link
2024-04-22 00:44:48;behavior;Compassionate Ptolemy clicked on Menu component.;4927;Click;Menu
2024-04-22 00:44:48;behavior;Funny Blackwell searched for Image.;3329;Type;Image
2024-04-22 00:44:48;behavior;Peaceful Feynman scrolled over Button.;1152;Scroll;Menu
2024-04-22 00:44:48;behavior;User Bold Sammet visualized 1006.;4600;Visualization;Menu
2024-04-22 00:44:48;behavior;Ecstatic Tesla clicked on Menu component.;1478;Click;Menu
2024-04-22 00:44:48;behavior;User Gracious Ride visualized 1007.;2159;Visualization;Image
2024-04-22 00:44:48;behavior;Optimistic Murdock swiped Form.;1356;Swipe;Image
2024-04-22 00:44:48;behavior;Thirsty Haibt scrolled over Button.;2330;Scroll;Link
2024-04-22 00:44:48;behavior;User Gallant Raman visualized 1019.;1975;Visualization;Menu
2024-04-22 00:44:48;behavior;Pensive Noyce scrolled over Menu.;4769;Scroll;Form
2024-04-22 00:44:48;behavior;Mystifying Dewdney scrolled over Form.;2864;Scroll;Link
2024-04-22 00:44:48;behavior;Jolly Austin swiped Menu.;5571;Swipe;Menu
2024-04-22 00:44:48;behavior;Musing Antonelli clicked on Image component.;5422;Click;Button
2024-04-22 00:44:48;behavior;Clever Rubin clicked on Form component.;2064;Click;Image
2024-04-22 00:44:48;behavior;Xenodochial Robinson searched for Form.;3735;Type;Menu
2024-04-22 00:44:48;behavior;Beautiful Antonelli swiped Form.;1580;Swipe;Link
2024-04-22 00:44:48;behavior;Beautiful Napier swiped Image.;2747;Swipe;Button
2024-04-22 00:44:48;behavior;Nostalgic Herschel hovered over Form.;5491;Hover;Link
2024-04-22 00:44:48;behavior;Cranky Dhawan clicked on Link component.;4132;Click;Link
2024-04-22 00:44:48;behavior;Condescending Shamir searched for Image.;4097;Type;Menu
2024-04-22 00:44:48;behavior;Serene Keldysh scrolled over Form.;1514;Scroll;Menu
2024-04-22 00:44:48;behavior;Optimistic Pare searched for Button.;5631;Type;Link
2024-04-22 00:44:48;behavior;Friendly Allen clicked on Link component.;5716;Click;Menu
2024-04-22 00:44:48;behavior;User Hungry Euclid visualized 1032.;1091;Visualization;Button
2024-04-22 00:44:48;behavior;Affectionate Mccarthy clicked on Link component.;1735;Click;Button
2024-04-22 00:44:48;behavior;Musing Cohen swiped Menu.;1621;Swipe;Menu
2024-04-22 00:44:48;behavior;Flamboyant Lamport clicked on Form component.;5474;Click;Link
2024-04-22 00:44:48;behavior;Gallant Blackburn swiped Button.;1487;Swipe;Form
2024-04-22 00:44:48;behavior;User Peaceful Pascal visualized 1039.;3809;Visualization;Button
2024-04-22 00:44:48;behavior;Mystifying Mirzakhani clicked on Button component.;3024;Click;Image
2024-04-22 00:44:48;behavior;User Clever Diffie visualized 1020.;5050;Visualization;Link
2024-04-22 00:44:48;behavior;Competent Ellis hovered over Form.;4677;Hover;Form
2024-04-22 00:44:48;behavior;Busy Bohr scrolled over Link.;4446;Scroll;Button
2024-04-22 00:44:48;behavior;Musing Kowalevski clicked on Link component.;2714;Click;Form
2024-04-22 00:44:48;behavior;Elastic Shamir searched for Image.;2766;Type;Menu
2024-04-22 00:44:48;behavior;Loving Brown hovered over Button.;2236;Hover;Link
2024-04-22 00:44:48;behavior;Recursing Pasteur hovered over Button.;5761;Hover;Menu
2024-04-22 00:44:48;behavior;User Sharp Fermat visualized 1025.;3285;Visualization;Form
2024-04-22 00:44:48;behavior;User Cool Zhukovsky visualized 1005.;3624;Visualization;Image
2024-04-22 00:44:48;behavior;Goofy Satoshi searched for Form.;1953;Type;Form
2024-04-22 00:44:48;behavior;Stoic Mestorf hovered over Button.;3833;Hover;Button
2024-04-22 00:44:48;behavior;Pensive Cray clicked on Link component.;4221;Click;Menu
2024-04-22 00:44:48;behavior;Goofy Brattain swiped Menu.;3258;Swipe;Link
2024-04-22 00:44:48;behavior;Exciting Tesla scrolled over Menu.;1431;Scroll;Menu
2024-04-22 00:44:48;behavior;Compassionate Black searched for Image.;1853;Type;Menu
2024-04-22 00:44:48;behavior;User Unruffled Proskuriakova visualized 1025.;5668;Visualization;Image
2024-04-22 00:44:48;behavior;Zen Mclean clicked on Form component.;1581;Click;Image
2024-04-22 00:44:48;behavior;Unruffled Khayyam searched for Image.;5385;Type;Link
2024-04-22 00:44:48;behavior;Objective Satoshi swiped Form.;3781;Swipe;Image
2024-04-22 00:44:48;behavior;Inspiring Heyrovsky swiped Link.;3565;Swipe;Image
2024-04-22 00:44:48;behavior;Stupefied Blackwell scrolled over Button.;3328;Scroll;Image
2024-04-22 00:44:48;behavior;Suspicious Mayer scrolled over Button.;3834;Scroll;Link
2024-04-22 00:44:48;behavior;Dazzling Jang searched for Button.;4066;Type;Form
2024-04-22 00:44:48;behavior;Brave Matsumoto swiped Image.;3428;Swipe;Menu
2024-04-22 00:44:48;behavior;Eager Haslett scrolled over Link.;5525;Scroll;Menu
2024-04-22 00:44:48;behavior;Sharp Merkle hovered over Button.;5252;Hover;Form
2024-04-22 00:44:48;behavior;Recursing Napier scrolled over Link.;5061;Scroll;Link
2024-04-22 00:44:48;behavior;Inspiring Brattain hovered over Image.;2435;Hover;Button
2024-04-22 00:44:48;behavior;Boring Williams scrolled over Form.;5421;Scroll;Image
2024-04-22 00:44:48;behavior;Festive Feynman scrolled over Form.;4301;Scroll;Image
2024-04-22 00:44:48;behavior;User Beautiful Morse visualized 1018.;1982;Visualization;Link
2024-04-22 00:44:48;behavior;Sleepy Heisenberg scrolled over Menu.;3076;Scroll;Form
2024-04-22 00:44:48;behavior;Recursing Mayer searched for Button.;2321;Type;Form
2024-04-22 00:44:48;behavior;Sweet Colden searched for Link.;2792;Type;Image
2024-04-22 00:44:48;behavior;Priceless Beaver scrolled over Form.;1529;Scroll;Button
2024-04-22 00:44:48;behavior;Awesome Brahmagupta scrolled over Link.;4878;Scroll;Image
2024-04-22 00:44:48;behavior;Nostalgic Darwin hovered over Link.;1708;Hover;Form
2024-04-22 00:44:48;behavior;Stoic Blackburn swiped Menu.;5807;Swipe;Button
2024-04-22 00:44:48;behavior;Nostalgic Jang scrolled over Button.;2505;Scroll;Image
2024-04-22 00:44:48;behavior;Modest Bohr searched for Image.;2044;Type;Image
2024-04-22 00:44:48;behavior;Festive Chaum swiped Link.;2728;Swipe;Form
2024-04-22 00:44:48;behavior;Fervent Dijkstra searched for Form.;2495;Type;Menu
2024-04-22 00:44:48;behavior;Admiring Thompson swiped Form.;4827;Swipe;Form
2024-04-22 00:44:48;behavior;Objective Vaughan hovered over Menu.;4536;Hover;Image
2024-04-22 00:44:48;behavior;Ecstatic Margulis hovered over Menu.;4578;Hover;Menu
2024-04-22 00:44:48;behavior;User Strange Greider visualized 1008.;1168;Visualization;Link
2024-04-22 00:44:48;behavior;Laughing Kowalevski scrolled over Menu.;3023;Scroll;Form
2024-04-22 00:44:48;behavior;Festive Knuth scrolled over Link.;1663;Scroll;Button
2024-04-22 00:44:48;behavior;Charming Mclaren clicked on Link component.;2372;Click;Image
2024-04-22 00:44:48;behavior;User Vibrant Keller visualized 1023.;1297;Visualization;Button
2024-04-22 00:44:48;behavior;User Elated Mestorf visualized 1003.;1245;Visualization;Button
2024-04-22 00:44:48;behavior;Upbeat Wescoff scrolled over Link.;1338;Scroll;Form
2024-04-22 00:44:48;behavior;Modest Brahmagupta clicked on Link component.;2771;Click;Link
2024-04-22 00:44:48;behavior;Zealous Volhard hovered over Button.;3154;Hover;Button
2024-04-22 00:44:48;behavior;Vibrant Jennings swiped Form.;5008;Swipe;Link
2024-04-22 00:44:48;behavior;Flamboyant Ellis searched for Link.;5412;Type;Link
2024-04-22 00:44:48;behavior;Trusting Boyd swiped Link.;5876;Swipe;Menu
2024-04-22 00:44:48;behavior;Serene Cannon hovered over Menu.;3538;Hover;Menu
