notification_date;event_type;message;user_id;stimulus;target_component
2024-04-22 01:35:15;behavior;Hardcore Swirles swiped Image.;2828;Swipe;Button
2024-04-22 01:35:15;behavior;Frosty Lalande scrolled over Image.;5835;Scroll;Menu
2024-04-22 01:35:15;behavior;Flamboyant Shaw hovered over Menu.;1652;Hover;Form
2024-04-22 01:35:15;behavior;Loving Elbakyan scrolled over Form.;4685;Scroll;Image
2024-04-22 01:35:15;behavior;Zealous Brown searched for Menu.;5496;Type;Link
2024-04-22 01:35:15;behavior;Reverent Kapitsa scrolled over Menu.;2020;Scroll;Form
2024-04-22 01:35:15;behavior;Focused Carver swiped Button.;1586;Swipe;Menu
2024-04-22 01:35:15;behavior;Trusting Nightingale scrolled over Image.;2306;Scroll;Form
2024-04-22 01:35:15;behavior;Mystifying Elbakyan clicked on Image component.;2810;Click;Button
2024-04-22 01:35:15;behavior;Hopeful Murdock scrolled over Image.;1962;Scroll;Image
2024-04-22 01:35:15;behavior;Strange Benz scrolled over Menu.;1923;Scroll;Image
2024-04-22 01:35:15;behavior;Cranky Perlman clicked on Link component.;2116;Click;Menu
2024-04-22 01:35:15;behavior;Exciting Jackson searched for Form.;4226;Type;Button
2024-04-22 01:35:15;behavior;Blissful Antonelli hovered over Form.;2596;Hover;Button
2024-04-22 01:35:15;behavior;Focused Mahavira scrolled over Menu.;3425;Scroll;Menu
2024-04-22 01:35:15;behavior;Unruffled Bell swiped Image.;2447;Swipe;Menu
2024-04-22 01:35:15;behavior;Nice Keller scrolled over Image.;5311;Scroll;Menu
2024-04-22 01:35:15;behavior;Admiring Khayyam clicked on Image component.;1767;Click;Button
2024-04-22 01:35:15;behavior;Nice Pike scrolled over Link.;4570;Scroll;Form
2024-04-22 01:35:15;behavior;Great Cray clicked on Menu component.;3759;Click;Link
2024-04-22 01:35:15;behavior;User Mystifying Albattani visualized 1010.;5030;Visualization;Menu
2024-04-22 01:35:15;behavior;Gifted Moore scrolled over Menu.;3108;Scroll;Image
2024-04-22 01:35:15;behavior;User Gracious Bose visualized 1012.;4785;Visualization;Button
2024-04-22 01:35:15;behavior;Crazy Fermat swiped Image.;5689;Swipe;Menu
2024-04-22 01:35:15;behavior;User Practical Mcnulty visualized 1008.;2150;Visualization;Image
2024-04-22 01:35:15;behavior;Goofy Banach clicked on Menu component.;5646;Click;Form
2024-04-22 01:35:15;behavior;Vigilant Volhard clicked on Image component.;2414;Click;Button
2024-04-22 01:35:15;behavior;Vibrant Blackwell clicked on Image component.;4290;Click;Menu
2024-04-22 01:35:15;behavior;Amazing Villani hovered over Form.;4432;Hover;Image
2024-04-22 01:35:15;behavior;Priceless Kalam searched for Link.;1144;Type;Image
2024-04-22 01:35:15;behavior;Unruffled Noether hovered over Menu.;4847;Hover;Image
2024-04-22 01:35:15;behavior;Trusting Payne swiped Menu.;5661;Swipe;Menu
2024-04-22 01:35:15;behavior;Nice Keller searched for Form.;5311;Type;Menu
