notification_date;event_type;message;user_id;stimulus;target_component
2024-04-22 00:43:44;behavior;Elegant Yonath clicked on Form component.;1226;Click;Image
2024-04-22 00:43:44;behavior;Pedantic Wilson hovered over Link.;4765;Hover;Image
2024-04-22 00:43:44;behavior;Competent Almeida scrolled over Image.;3591;Scroll;Form
2024-04-22 00:43:44;behavior;Adoring Bhaskara clicked on Button component.;5297;Click;Form
2024-04-22 00:43:44;behavior;Dreamy Lehmann scrolled over Image.;2762;Scroll;Link
2024-04-22 00:43:44;behavior;Intelligent Edison clicked on Form component.;4766;Click;Form
2024-04-22 00:43:44;behavior;User Zealous Lewin visualized 1020.;3725;Visualization;Image
2024-04-22 00:43:44;behavior;Upbeat Johnson searched for Button.;3025;Type;Form
2024-04-22 00:43:44;behavior;Hardcore Lewin searched for Link.;3096;Type;Button
2024-04-22 00:43:44;behavior;Naughty Chaum scrolled over Button.;4013;Scroll;Form
2024-04-22 00:43:44;behavior;Wonderful Colden swiped Form.;5550;Swipe;Link
2024-04-22 00:43:44;behavior;Distracted Gates swiped Menu.;1979;Swipe;Button
2024-04-22 00:43:44;behavior;Ecstatic Brattain scrolled over Form.;5395;Scroll;Image
2024-04-22 00:43:44;behavior;Busy Carver hovered over Link.;5674;Hover;Button
2024-04-22 00:43:44;behavior;User Adoring Mayer visualized 1016.;2285;Visualization;Menu
2024-04-22 00:43:44;behavior;Flamboyant Elion swiped Image.;5651;Swipe;Link
2024-04-22 00:43:44;behavior;Elated Yalow hovered over Link.;1563;Hover;Image
2024-04-22 00:43:44;behavior;Xenodochial Snyder clicked on Menu component.;4735;Click;Button
2024-04-22 00:43:44;behavior;Loving Joliot clicked on Link component.;1875;Click;Form
2024-04-22 00:43:44;behavior;Boring Driscoll searched for Button.;2518;Type;Menu
2024-04-22 00:43:44;behavior;Modest Blackwell clicked on Button component.;2930;Click;Button
2024-04-22 00:43:44;behavior;Sweet Kalam hovered over Form.;2061;Hover;Form
2024-04-22 00:43:44;behavior;Goofy Germain swiped Link.;4270;Swipe;Menu
2024-04-22 00:43:44;behavior;Elegant Ishizaka swiped Form.;1130;Swipe;Image
2024-04-22 00:43:44;behavior;Nifty Newton clicked on Menu component.;2443;Click;Image
2024-04-22 00:43:44;behavior;Epic Engelbart searched for Button.;1830;Type;Image
2024-04-22 00:43:44;behavior;Vigorous Edison swiped Menu.;4915;Swipe;Link
2024-04-22 00:43:44;behavior;Condescending Allen swiped Form.;3865;Swipe;Form
2024-04-22 00:43:44;behavior;Compassionate Gauss searched for Link.;3548;Type;Form
2024-04-22 00:43:44;behavior;User Magical Feynman visualized 1022.;3107;Visualization;Button
2024-04-22 00:43:44;behavior;User Vigilant Kalam visualized 1001.;2493;Visualization;Button
2024-04-22 00:43:44;behavior;Sharp Merkle clicked on Image component.;5252;Click;Link
2024-04-22 00:43:44;behavior;Strange Dhawan swiped Link.;2247;Swipe;Link
2024-04-22 00:43:44;behavior;User Crazy Buck visualized 1019.;5283;Visualization;Image
2024-04-22 00:43:44;behavior;Happy Bouman hovered over Image.;1921;Hover;Link
2024-04-22 00:43:44;behavior;Sad Bose scrolled over Link.;5102;Scroll;Image
2024-04-22 00:43:44;behavior;Unruffled Benz clicked on Menu component.;4363;Click;Menu
2024-04-22 00:43:44;behavior;Peaceful Jackson scrolled over Image.;3474;Scroll;Link
2024-04-22 00:43:44;behavior;Amazing Boyd searched for Link.;2484;Type;Image
2024-04-22 00:43:44;behavior;Competent Lumiere swiped Link.;4125;Swipe;Menu
2024-04-22 00:43:44;behavior;Boring Colden searched for Menu.;2241;Type;Form
2024-04-22 00:43:44;behavior;Elegant Mcnulty swiped Form.;5544;Swipe;Form
2024-04-22 00:43:44;behavior;Brave Williams hovered over Form.;4955;Hover;Button
2024-04-22 00:43:44;behavior;Nervous Goldstine scrolled over Link.;5480;Scroll;Form
2024-04-22 00:43:44;behavior;Serene Jennings hovered over Link.;5431;Hover;Form
2024-04-22 00:43:44;behavior;User Intelligent Torvalds visualized 1007.;2862;Visualization;Form
2024-04-22 00:43:44;behavior;Intelligent Easley swiped Button.;3350;Swipe;Menu
2024-04-22 00:43:44;behavior;Festive Kirch clicked on Menu component.;5506;Click;Button
2024-04-22 00:43:44;behavior;User Sweet Solomon visualized 1028.;4186;Visualization;Button
2024-04-22 00:43:44;behavior;Nice Kepler clicked on Image component.;2646;Click;Image
2024-04-22 00:43:44;behavior;Stoic Wing scrolled over Form.;5056;Scroll;Image
2024-04-22 00:43:44;behavior;User Stoic Mcclintock visualized 1009.;5511;Visualization;Image
2024-04-22 00:43:44;behavior;Gifted Buck hovered over Form.;1572;Hover;Link
2024-04-22 00:43:44;behavior;User Compassionate Shannon visualized 1024.;3946;Visualization;Menu
2024-04-22 00:43:44;behavior;User Focused Carver visualized 1035.;3200;Visualization;Link
2024-04-22 00:43:44;behavior;Frosty Lamport clicked on Link component.;5970;Click;Button
2024-04-22 00:43:44;behavior;Stoic Wing hovered over Form.;5056;Hover;Link
2024-04-22 00:43:44;behavior;Gifted Rosalind clicked on Button component.;1950;Click;Button
2024-04-22 00:43:44;behavior;Intelligent Northcutt scrolled over Link.;1417;Scroll;Menu
2024-04-22 00:43:44;behavior;User Sweet Yalow visualized 1007.;4144;Visualization;Image
2024-04-22 00:43:44;behavior;Musing Turing scrolled over Link.;3787;Scroll;Menu
2024-04-22 00:43:44;behavior;Nervous Williams searched for Menu.;4704;Type;Image
2024-04-22 00:43:44;behavior;Hungry Lewin swiped Form.;2125;Swipe;Link
2024-04-22 00:43:44;behavior;Wizardly Mestorf hovered over Link.;3783;Hover;Form
2024-04-22 00:43:44;behavior;Great Poincare clicked on Image component.;5694;Click;Link
2024-04-22 00:43:44;behavior;Sad Moser scrolled over Menu.;4888;Scroll;Menu
2024-04-22 00:43:44;behavior;Agitated Elgamal swiped Menu.;4497;Swipe;Form
2024-04-22 00:43:44;behavior;Interesting Wilbur hovered over Image.;4781;Hover;Menu
2024-04-22 00:43:44;behavior;Clever Wu hovered over Link.;1843;Hover;Button
2024-04-22 00:43:44;behavior;Cool Gates clicked on Image component.;3906;Click;Link
2024-04-22 00:43:44;behavior;Eager Roentgen hovered over Image.;2357;Hover;Link
2024-04-22 00:43:44;behavior;Sad Swartz searched for Button.;3370;Type;Form
2024-04-22 00:43:44;behavior;Amazing Bassi searched for Image.;3409;Type;Form
2024-04-22 00:43:44;behavior;Frosty Noyce searched for Image.;2219;Type;Link
2024-04-22 00:43:44;behavior;Agitated Curie scrolled over Button.;5328;Scroll;Link
2024-04-22 00:43:44;behavior;Gracious Wozniak scrolled over Image.;5921;Scroll;Link
2024-04-22 00:43:44;behavior;User Suspicious Sammet visualized 1031.;5210;Visualization;Image
2024-04-22 00:43:44;behavior;Jolly Johnson searched for Menu.;1320;Type;Button
2024-04-22 00:43:44;behavior;User Compassionate Murdock visualized 1034.;5112;Visualization;Link
2024-04-22 00:43:44;behavior;Optimistic Vaughan searched for Menu.;4923;Type;Form
2024-04-22 00:43:44;behavior;Amazing Colden searched for Form.;1397;Type;Button
2024-04-22 00:43:44;behavior;Xenodochial Mcclintock searched for Menu.;4471;Type;Form
2024-04-22 00:43:44;behavior;User Tender Hopper visualized 1038.;4247;Visualization;Button
2024-04-22 00:43:44;behavior;Dazzling Newton clicked on Menu component.;4517;Click;Link
2024-04-22 00:43:44;behavior;Gallant Goldberg searched for Button.;2726;Type;Form
2024-04-22 00:43:44;behavior;Thirsty Borg scrolled over Menu.;5789;Scroll;Form
2024-04-22 00:43:44;behavior;User Tender Chatelet visualized 1036.;5785;Visualization;Link
2024-04-22 00:43:44;behavior;Hopeful Wu clicked on Menu component.;4229;Click;Form
2024-04-22 00:43:44;behavior;User Competent Mcnulty visualized 1014.;5721;Visualization;Form
2024-04-22 00:43:44;behavior;Angry Jang swiped Button.;4653;Swipe;Menu
2024-04-22 00:43:44;behavior;User Bold Blackburn visualized 1007.;4347;Visualization;Image
2024-04-22 00:43:44;behavior;User Angry Jang visualized 1010.;4653;Visualization;Button
2024-04-22 00:43:44;behavior;User Agitated Burnell visualized 1030.;4659;Visualization;Form
2024-04-22 00:43:44;behavior;Blissful Liskov swiped Menu.;4032;Swipe;Image
2024-04-22 00:43:44;behavior;User Ecstatic Torvalds visualized 1033.;2937;Visualization;Button
2024-04-22 00:43:44;behavior;Flamboyant Borg swiped Button.;2720;Swipe;Button
2024-04-22 00:43:44;behavior;User Affectionate Jennings visualized 1005.;1654;Visualization;Image
