notification_date;event_type;message;user_id;stimulus;target_component
2024-04-22 00:44:46;behavior;Blissful Margulis clicked on Button component.;4624;Click;Form
2024-04-22 00:44:46;behavior;Heuristic Feistel hovered over Image.;3930;Hover;Link
2024-04-22 00:44:46;behavior;Musing Engelbart swiped Form.;4273;Swipe;Image
2024-04-22 00:44:46;behavior;Flamboyant Sutherland hovered over Link.;2273;Hover;Button
2024-04-22 00:44:46;behavior;Serene Hodgkin scrolled over Form.;5095;Scroll;Form
2024-04-22 00:44:46;behavior;Wonderful Lalande scrolled over Form.;1533;Scroll;Menu
2024-04-22 00:44:46;behavior;User Thirsty Pasteur visualized 1034.;1525;Visualization;Menu
2024-04-22 00:44:46;behavior;Brave Williams swiped Link.;4955;Swipe;Menu
2024-04-22 00:44:46;behavior;Trusting Napier clicked on Button component.;3386;Click;Image
2024-04-22 00:44:46;behavior;Happy Babbage swiped Link.;5043;Swipe;Menu
2024-04-22 00:44:46;behavior;Optimistic Lalande searched for Button.;2738;Type;Image
2024-04-22 00:44:46;behavior;Elated Cerf hovered over Button.;4759;Hover;Menu
2024-04-22 00:44:46;behavior;Ecstatic Visvesvaraya clicked on Button component.;2813;Click;Button
2024-04-22 00:44:46;behavior;Silly Galileo searched for Form.;4298;Type;Form
2024-04-22 00:44:46;behavior;Jolly Chatelet scrolled over Form.;1992;Scroll;Image
2024-04-22 00:44:46;behavior;Magical Volhard searched for Image.;1467;Type;Form
2024-04-22 00:44:46;behavior;Adoring Carson hovered over Menu.;2305;Hover;Form
2024-04-22 00:44:46;behavior;Strange Tharp swiped Menu.;1200;Swipe;Form
2024-04-22 00:44:46;behavior;Distracted Jones hovered over Button.;4745;Hover;Link
2024-04-22 00:44:46;behavior;Keen Noyce searched for Image.;5181;Type;Link
2024-04-22 00:44:46;behavior;User Vigorous Darwin visualized 1014.;1409;Visualization;Link
2024-04-22 00:44:46;behavior;Infallible Brown clicked on Link component.;4418;Click;Form
2024-04-22 00:44:46;behavior;Festive Driscoll clicked on Image component.;1840;Click;Form
2024-04-22 00:44:46;behavior;Intelligent Northcutt clicked on Menu component.;1417;Click;Link
2024-04-22 00:44:46;behavior;Peaceful Thompson clicked on Image component.;1715;Click;Form
2024-04-22 00:44:46;behavior;Gifted Bhaskara swiped Button.;4462;Swipe;Button
2024-04-22 00:44:46;behavior;Compassionate Solomon scrolled over Link.;4826;Scroll;Form
2024-04-22 00:44:46;behavior;Nice Cori hovered over Menu.;3857;Hover;Form
2024-04-22 00:44:46;behavior;Great Goldberg searched for Image.;2623;Type;Button
2024-04-22 00:44:46;behavior;Strange Wing hovered over Link.;5862;Hover;Image
2024-04-22 00:44:46;behavior;Cranky Ardinghelli hovered over Menu.;1562;Hover;Image
2024-04-22 00:44:46;behavior;Great Bell hovered over Button.;3391;Hover;Link
2024-04-22 00:44:46;behavior;Dreamy Wozniak hovered over Menu.;1311;Hover;Form
2024-04-22 00:44:46;behavior;User Stoic Satoshi visualized 1031.;4257;Visualization;Button
2024-04-22 00:44:46;behavior;Admiring Feynman hovered over Menu.;3070;Hover;Menu
2024-04-22 00:44:46;behavior;Gifted Beaver clicked on Button component.;5042;Click;Image
2024-04-22 00:44:46;behavior;Goofy Khayyam searched for Menu.;5599;Type;Menu
2024-04-22 00:44:46;behavior;Agitated Swanson searched for Button.;3797;Type;Form
2024-04-22 00:44:46;behavior;Goofy Leakey searched for Image.;2939;Type;Link
2024-04-22 00:44:46;behavior;Zealous Fermat scrolled over Form.;1723;Scroll;Menu
2024-04-22 00:44:46;behavior;Suspicious Shockley searched for Form.;5273;Type;Link
2024-04-22 00:44:46;behavior;Hopeful Mclaren scrolled over Image.;5708;Scroll;Form
2024-04-22 00:44:46;behavior;Jolly Golick scrolled over Form.;2955;Scroll;Form
2024-04-22 00:44:46;behavior;Recursing Fermi hovered over Form.;1296;Hover;Button
2024-04-22 00:44:46;behavior;Modest Northcutt searched for Image.;2605;Type;Button
2024-04-22 00:44:46;behavior;User Tender Hopper visualized 1013.;4247;Visualization;Button
2024-04-22 00:44:46;behavior;Strange Galileo searched for Menu.;2411;Type;Form
2024-04-22 00:44:46;behavior;Nostalgic Montalcini hovered over Link.;4734;Hover;Link
2024-04-22 00:44:46;behavior;Wonderful Goldwasser scrolled over Menu.;4664;Scroll;Button
2024-04-22 00:44:46;behavior;Vigilant Bouman swiped Image.;4030;Swipe;Button
2024-04-22 00:44:46;behavior;Gifted Rosalind hovered over Link.;1950;Hover;Link
2024-04-22 00:44:46;behavior;Nervous Williams swiped Image.;4704;Swipe;Button
2024-04-22 00:44:46;behavior;Intelligent Edison searched for Form.;2542;Type;Button
2024-04-22 00:44:46;behavior;Laughing Goldberg swiped Menu.;4315;Swipe;Image
2024-04-22 00:44:46;behavior;Brave Perlman swiped Image.;2633;Swipe;Button
2024-04-22 00:44:46;behavior;Hardcore Lumiere searched for Link.;2396;Type;Menu
2024-04-22 00:44:46;behavior;Bold Bardeen swiped Image.;4512;Swipe;Form
2024-04-22 00:44:46;behavior;Inspiring Jennings clicked on Menu component.;1628;Click;Image
2024-04-22 00:44:46;behavior;Zealous Elion searched for Button.;5816;Type;Link
2024-04-22 00:44:46;behavior;Loving Joliot scrolled over Link.;1636;Scroll;Button
2024-04-22 00:44:46;behavior;Charming Fermat searched for Form.;5704;Type;Button
2024-04-22 00:44:46;behavior;Reverent Albattani swiped Menu.;2506;Swipe;Button
2024-04-22 00:44:46;behavior;Vigorous Thompson clicked on Link component.;3786;Click;Form
2024-04-22 00:44:46;behavior;Sad Euclid scrolled over Menu.;2767;Scroll;Form
2024-04-22 00:44:46;behavior;Angry Borg swiped Button.;5964;Swipe;Menu
2024-04-22 00:44:46;behavior;Zealous Jones searched for Button.;4547;Type;Button
2024-04-22 00:44:46;behavior;Compassionate Haibt scrolled over Button.;2527;Scroll;Form
2024-04-22 00:44:46;behavior;Gallant Raman hovered over Image.;1975;Hover;Image
2024-04-22 00:44:46;behavior;Vigorous Maxwell searched for Button.;1968;Type;Form
2024-04-22 00:44:46;behavior;Unruffled Lamarr clicked on Form component.;5033;Click;Form
2024-04-22 00:44:46;behavior;Unruffled Tu searched for Button.;4972;Type;Link
2024-04-22 00:44:46;behavior;Romantic Kapitsa scrolled over Button.;1861;Scroll;Menu
2024-04-22 00:44:46;behavior;User Agitated Cori visualized 1012.;1645;Visualization;Link
2024-04-22 00:44:46;behavior;Optimistic Mcclintock searched for Form.;2239;Type;Menu
2024-04-22 00:44:46;behavior;Friendly Sammet searched for Form.;1105;Type;Image
2024-04-22 00:44:46;behavior;Stoic Darwin swiped Form.;3535;Swipe;Form
2024-04-22 00:44:46;behavior;Cool Tereshkova clicked on Button component.;3751;Click;Link
2024-04-22 00:44:46;behavior;Inspiring Wilson swiped Image.;1788;Swipe;Link
