notification_date;event_type;message;user_id;stimulus;target_component
2024-04-22 00:46:16;behavior;Gracious Montalcini scrolled over Form.;1544;Scroll;Link
2024-04-22 00:46:16;behavior;Stupefied Merkle scrolled over Menu.;5609;Scroll;Form
2024-04-22 00:46:16;behavior;Charming Rhodes searched for Form.;2094;Type;Image
2024-04-22 00:46:16;behavior;User Funny Spence visualized 1014.;4838;Visualization;Image
2024-04-22 00:46:16;behavior;Naughty Pare swiped Form.;1986;Swipe;Link
2024-04-22 00:46:16;behavior;User Reverent Cori visualized 1023.;5383;Visualization;Image
2024-04-22 00:46:16;behavior;Boring Wilson swiped Image.;4993;Swipe;Form
2024-04-22 00:46:16;behavior;Compassionate Beaver hovered over Button.;4156;Hover;Link
2024-04-22 00:46:16;behavior;Quirky Ramanujan searched for Button.;3238;Type;Menu
2024-04-22 00:46:16;behavior;Trusting Burnell scrolled over Form.;5165;Scroll;Menu
2024-04-22 00:46:16;behavior;Frosty Elion hovered over Menu.;4065;Hover;Image
2024-04-22 00:46:16;behavior;Vigorous Bhaskara clicked on Form component.;5937;Click;Link
2024-04-22 00:46:16;behavior;User Determined Hamilton visualized 1014.;3185;Visualization;Link
2024-04-22 00:46:16;behavior;Zealous Brattain clicked on Form component.;4329;Click;Link
2024-04-22 00:46:16;behavior;Naughty Colden swiped Link.;3104;Swipe;Image
2024-04-22 00:46:16;behavior;Busy Lehmann scrolled over Image.;3955;Scroll;Menu
2024-04-22 00:46:16;behavior;Competent Tereshkova searched for Form.;2633;Type;Link
2024-04-22 00:46:16;behavior;Pedantic Kepler clicked on Button component.;2892;Click;Image
2024-04-22 00:46:16;behavior;Distracted Kowalevski clicked on Button component.;5939;Click;Button
2024-04-22 00:46:16;behavior;User Festive Curie visualized 1029.;4726;Visualization;Button
2024-04-22 00:46:16;behavior;Quizzical Allen clicked on Image component.;4084;Click;Link
2024-04-22 00:46:16;behavior;Hardcore Wright hovered over Form.;5365;Hover;Image
2024-04-22 00:46:16;behavior;Admiring Poincare searched for Button.;2413;Type;Link
2024-04-22 00:46:16;behavior;Flamboyant Kare clicked on Button component.;5671;Click;Menu
2024-04-22 00:46:16;behavior;Frosty Yonath clicked on Form component.;4988;Click;Link
2024-04-22 00:46:16;behavior;Crazy Torvalds scrolled over Button.;5694;Scroll;Image
2024-04-22 00:46:16;behavior;Gracious Lamport scrolled over Form.;4113;Scroll;Menu
2024-04-22 00:46:16;behavior;Lucid Shirley searched for Button.;1953;Type;Form
2024-04-22 00:46:16;behavior;Focused Cohen hovered over Image.;3978;Hover;Image
2024-04-22 00:46:16;behavior;Kind Shamir scrolled over Image.;5533;Scroll;Form
2024-04-22 00:46:16;behavior;Happy Bhaskara searched for Form.;2210;Type;Menu
2024-04-22 00:46:16;behavior;Friendly Pike searched for Menu.;5867;Type;Image
2024-04-22 00:46:16;behavior;Angry Borg hovered over Menu.;3349;Hover;Image
2024-04-22 00:46:16;behavior;User Brave Curie visualized 1008.;3468;Visualization;Form
2024-04-22 00:46:16;behavior;Objective Mcnulty clicked on Button component.;2500;Click;Image
2024-04-22 00:46:16;behavior;Dazzling Hodgkin searched for Form.;5105;Type;Button
2024-04-22 00:46:16;behavior;Great Kalam clicked on Image component.;4117;Click;Image
2024-04-22 00:46:16;behavior;Vigilant Albattani swiped Link.;5949;Swipe;Form
2024-04-22 00:46:16;behavior;User Elastic Fermat visualized 1013.;3503;Visualization;Image
2024-04-22 00:46:16;behavior;Festive Khayyam scrolled over Link.;2312;Scroll;Link
2024-04-22 00:46:16;behavior;Xenodochial Brahmagupta searched for Link.;2880;Type;Menu
2024-04-22 00:46:16;behavior;Mystifying Borg scrolled over Button.;4687;Scroll;Menu
2024-04-22 00:46:16;behavior;Eager Khayyam scrolled over Menu.;3309;Scroll;Form
2024-04-22 00:46:16;behavior;Great Lichterman scrolled over Button.;3599;Scroll;Link
2024-04-22 00:46:16;behavior;Quizzical Lichterman clicked on Menu component.;5180;Click;Button
2024-04-22 00:46:16;behavior;Laughing Herschel swiped Link.;5353;Swipe;Form
2024-04-22 00:46:16;behavior;Silly Easley swiped Menu.;2046;Swipe;Image
2024-04-22 00:46:16;behavior;Laughing Grothendieck scrolled over Button.;4830;Scroll;Button
2024-04-22 00:46:16;behavior;Wonderful Shirley clicked on Link component.;5552;Click;Button
2024-04-22 00:46:16;behavior;Hopeful Kowalevski clicked on Menu component.;3562;Click;Button
2024-04-22 00:46:16;behavior;Zen Nightingale clicked on Menu component.;3988;Click;Form
2024-04-22 00:46:16;behavior;Strange Robinson clicked on Image component.;5390;Click;Menu
2024-04-22 00:46:16;behavior;Sharp Solomon scrolled over Form.;5808;Scroll;Link
2024-04-22 00:46:16;behavior;Jolly Shannon searched for Link.;1156;Type;Link
